Date,Gold_Price,SAHMREALTIME,T10Y2Y,VIXCLS,DEXUSEU,DTWEXBGS,FEDFUNDS,GS10,GS2,CPIAUCSL,GDP,PCEPI,SP500,Crude_Oil,Disaster_Flag,Epidemic_Start_Flag,avg_tone,conflict_war_count,civil_unrest_protest_count
2017-10-20,1280.72,-0.03,0.79,9.97,1.177,111.0375,1.15,2.2,1.38,246.435,18892.639,100.4,2575.21,51.63,1,0,-1.465957937274562,19961,2841
2017-10-23,1282.07,-0.03,0.8,11.07,1.1762,111.2134,1.15,2.2,1.38,246.435,18892.639,100.4,2564.98,51.91,1,0,-1.518243114806276,20280,2512
2017-10-24,1276.72,-0.03,0.82,11.16,1.1766,111.4027,1.15,2.2,1.38,246.435,18892.639,100.4,2569.13,52.32,1,0,-1.3732435557069798,19835,2399
2017-10-25,1277.41,-0.03,0.83,11.23,1.1802,111.3904,1.15,2.2,1.38,246.435,18892.639,100.4,2557.15,51.97,1,0,-1.2873522110593871,18677,2591
2017-10-26,1267.11,-0.03,0.83,11.3,1.17,111.6418,1.15,2.2,1.38,246.435,18892.639,100.4,2560.4,52.41,1,0,-1.3212860409028344,19816,2776
2017-10-27,1273.35,-0.03,0.83,9.8,1.158,112.1495,1.15,2.2,1.38,246.435,18892.639,100.4,2581.07,53.92,1,0,-1.333333647333533,18537,2429
2017-10-30,1276.24,-0.03,0.79,10.5,1.1626,111.901,1.15,2.2,1.38,246.435,18892.639,100.4,2572.83,54.11,1,0,-1.4450252689122776,17225,2677
2017-10-31,1271.58,-0.03,0.78,10.18,1.1648,111.8052,1.15,2.2,1.38,246.435,18892.639,100.4,2575.26,54.36,1,0,-1.483040618418158,19871,2341
2017-11-01,1274.39,-0.1,0.76,10.2,1.1618,111.7942,1.16,2.35,1.7,247.284,18892.639,100.675,2579.36,54.32,1,0,-1.5897359775308957,21500,2350
2017-11-02,1275.99,-0.1,0.74,9.93,1.1672,111.5474,1.16,2.35,1.7,247.284,18892.639,100.675,2579.85,54.55,1,0,-1.6056627256943388,20642,2719
2017-11-03,1269.85,-0.1,0.71,9.14,1.1616,111.9383,1.16,2.35,1.7,247.284,18892.639,100.675,2587.84,55.63,1,0,-1.6725362731150304,19728,2899
2017-11-06,1281.55,-0.1,0.71,9.4,1.16,111.7197,1.16,2.35,1.7,247.284,18892.639,100.675,2591.13,57.34,1,0,-1.8245138180605869,22793,2535
2017-11-07,1275.53,-0.1,0.69,9.89,1.1577,111.9446,1.16,2.35,1.7,247.284,18892.639,100.675,2590.64,57.19,1,0,-1.5093728857199131,22570,2652
2017-11-08,1281.3,-0.1,0.67,9.78,1.1591,111.6935,1.16,2.35,1.7,247.284,18892.639,100.675,2594.38,56.82,1,0,-1.320475153028582,19445,2841
2017-11-09,1285.3,-0.1,0.7,10.5,1.1648,111.5626,1.16,2.35,1.7,247.284,18892.639,100.675,2584.62,57.16,1,0,-1.183064355267976,18910,2411
2017-11-10,1276.14,-0.1,0.73,11.29,1.1648,111.5626,1.16,2.35,1.7,247.284,18892.639,100.675,2582.3,56.75,1,0,-1.1631554064707963,18097,2541
2017-11-13,1277.99,-0.1,0.7,11.5,1.1656,111.7833,1.16,2.35,1.7,247.284,18892.639,100.675,2584.84,56.77,1,0,-1.2796210837815452,17364,2641
2017-11-14,1280.71,-0.1,0.7,11.59,1.1764,111.5097,1.16,2.35,1.7,247.284,18892.639,100.675,2578.87,55.67,1,0,-1.27661752761126,19216,2425
2017-11-15,1278.8,-0.1,0.65,13.13,1.1794,111.4809,1.16,2.35,1.7,247.284,18892.639,100.675,2564.62,55.28,1,0,-1.2633219301377956,19065,2679
2017-11-16,1278.47,-0.1,0.65,11.76,1.1772,111.2568,1.16,2.35,1.7,247.284,18892.639,100.675,2585.64,55.14,1,0,-1.2937612703985433,16657,2303
2017-11-17,1294.37,-0.1,0.62,11.43,1.1799,111.0016,1.16,2.35,1.7,247.284,18892.639,100.675,2578.85,56.21,1,0,-1.3578679284016515,17469,2339
2017-11-20,1276.7,-0.1,0.6,10.65,1.1741,111.2599,1.16,2.35,1.7,247.284,18892.639,100.675,2582.14,56.21,1,0,-1.2260160300633465,15959,2416
2017-11-21,1280.48,-0.1,0.59,9.73,1.1741,110.9828,1.16,2.35,1.7,247.284,18892.639,100.675,2599.03,56.84,1,0,-1.2230508669928353,18241,2509
2017-11-22,1292.12,-0.1,0.58,9.88,1.1789,110.5632,1.16,2.35,1.7,247.284,18892.639,100.675,2597.08,57.88,1,0,-1.3616664449166596,17101,2259
2017-11-23,1291.25,-0.1,0.58,9.88,1.1789,110.5632,1.16,2.35,1.7,247.284,18892.639,100.675,2597.08,57.88,1,0,-1.188605359753418,13277,1904
2017-11-24,1288.22,-0.1,0.59,9.67,1.1936,110.0253,1.16,2.35,1.7,247.284,18892.639,100.675,2602.42,58.94,1,0,-1.5261592452963595,16618,2082
2017-11-27,1294.5,-0.1,0.58,9.87,1.1911,110.1136,1.16,2.35,1.7,247.284,18892.639,100.675,2601.42,58.1,1,0,-1.307472182227556,16626,2450
2017-11-28,1294.01,-0.1,0.59,10.03,1.1878,110.3018,1.16,2.35,1.7,247.284,18892.639,100.675,2627.04,57.96,1,0,-1.2350646309817943,18677,2606
2017-11-29,1283.57,-0.1,0.59,10.7,1.1858,110.3265,1.16,2.35,1.7,247.284,18892.639,100.675,2626.07,57.25,1,0,-1.3017374085414228,18827,2494
2017-11-30,1274.76,-0.1,0.64,11.28,1.1898,110.4648,1.16,2.35,1.7,247.284,18892.639,100.675,2647.58,57.4,1,0,-1.3686634311352806,17965,2373
2017-12-01,1280.26,-0.03,0.59,11.43,1.191,110.1413,1.3,2.4,1.84,247.805,18892.639,100.821,2642.22,58.35,1,0,-1.3618544604456129,16527,1985
2017-12-04,1276.23,-0.03,0.57,11.68,1.1848,110.397,1.3,2.4,1.84,247.805,18892.639,100.821,2639.44,57.48,1,0,-1.3471796979066282,16462,2295
2017-12-05,1266.55,-0.03,0.53,11.33,1.182,110.4905,1.3,2.4,1.84,247.805,18892.639,100.821,2629.57,57.66,1,0,-1.372304146983945,18816,2989
2017-12-06,1263.94,-0.03,0.55,11.02,1.1788,110.8711,1.3,2.4,1.84,247.805,18892.639,100.821,2629.27,55.79,1,0,-1.221002441288216,17205,3480
2017-12-07,1246.7,-0.03,0.57,10.16,1.179,111.0178,1.3,2.4,1.84,247.805,18892.639,100.821,2636.98,56.5,1,0,-1.3732404118097143,18800,5162
2017-12-08,1248.14,-0.03,0.58,9.58,1.1761,111.2273,1.3,2.4,1.84,247.805,18892.639,100.821,2651.5,57.15,1,0,-1.4832331270440129,19428,7200
2017-12-11,1241.96,-0.03,0.57,9.34,1.1802,111.0827,1.3,2.4,1.84,247.805,18892.639,100.821,2659.99,57.84,1,0,-1.3659672152343507,16374,4416
2017-12-12,1243.85,-0.03,0.57,9.92,1.1725,111.5214,1.3,2.4,1.84,247.805,18892.639,100.821,2664.11,57.12,1,0,-1.3412764556221315,17460,3524
2017-12-13,1255.45,-0.03,0.57,10.18,1.1762,111.2759,1.3,2.4,1.84,247.805,18892.639,100.821,2662.85,56.59,1,0,-1.2145639368404466,17698,3226
2017-12-14,1252.85,-0.03,0.53,10.49,1.1778,111.0893,1.3,2.4,1.84,247.805,18892.639,100.821,2652.01,57.0,1,0,-1.2799014831921505,18462,2927
2017-12-15,1255.26,-0.03,0.51,9.42,1.1778,111.1286,1.3,2.4,1.84,247.805,18892.639,100.821,2675.81,57.29,1,0,-1.4074181635483822,17543,3145
2017-12-18,1261.69,-0.03,0.55,9.53,1.1804,110.9086,1.3,2.4,1.84,247.805,18892.639,100.821,2690.16,57.17,1,0,-1.340509805039835,15840,3098
2017-12-19,1261.72,-0.03,0.59,10.03,1.1822,111.1255,1.3,2.4,1.84,247.805,18892.639,100.821,2681.47,57.49,1,0,-1.3813036501914608,17118,3059
2017-12-20,1265.62,-0.03,0.62,9.72,1.1881,110.8361,1.3,2.4,1.84,247.805,18892.639,100.821,2679.25,58.09,1,0,-1.4549680271052452,17573,2738
2017-12-21,1266.76,-0.03,0.59,9.62,1.1872,110.8786,1.3,2.4,1.84,247.805,18892.639,100.821,2684.57,58.34,1,0,-1.3820722944001738,15867,2476
2017-12-22,1275.01,-0.03,0.57,9.9,1.1839,111.0997,1.3,2.4,1.84,247.805,18892.639,100.821,2683.34,58.25,1,0,-1.3770191999062087,15408,2345
2017-12-25,1275.24,-0.03,0.57,9.9,1.1839,111.0997,1.3,2.4,1.84,247.805,18892.639,100.821,2683.34,58.25,1,0,-1.467525210377464,9389,1625
2017-12-26,1283.29,-0.03,0.55,10.25,1.1867,110.9758,1.3,2.4,1.84,247.805,18892.639,100.821,2680.5,59.55,1,0,-1.6013641237929352,12312,2117
2017-12-27,1287.41,-0.03,0.53,10.47,1.1902,110.8553,1.3,2.4,1.84,247.805,18892.639,100.821,2682.62,59.67,1,0,-1.7276768463232617,14346,2068
2017-12-28,1294.84,-0.03,0.52,10.18,1.1952,110.5154,1.3,2.4,1.84,247.805,18892.639,100.821,2687.54,59.84,1,0,-1.99327510601772,16118,2233
2017-12-29,1302.55,-0.03,0.51,11.04,1.2022,110.0783,1.3,2.4,1.84,247.805,18892.639,100.821,2673.61,60.46,1,0,-2.0301999937586834,16174,2554
2018-01-01,1306.86,0.0,0.51,11.04,1.2022,110.0783,1.41,2.58,2.03,248.859,20328.553,101.199,2673.61,60.46,1,1,-2.048010418962383,12782,2481
2018-01-02,1318.14,0.0,0.54,9.77,1.205,109.6444,1.41,2.58,2.03,248.859,20328.553,101.199,2695.81,60.37,1,0,-2.0457366642222743,15887,3068
2018-01-03,1312.84,0.0,0.5,9.15,1.203,109.6751,1.41,2.58,2.03,248.859,20328.553,101.199,2713.06,61.61,1,0,-1.955973960742159,16839,3512
2018-01-04,1322.97,0.0,0.5,9.22,1.2064,109.4779,1.41,2.58,2.03,248.859,20328.553,101.199,2723.99,61.98,1,0,-1.914163156408288,16925,2918
2018-01-05,1320.21,0.0,0.51,9.22,1.2039,109.3496,1.41,2.58,2.03,248.859,20328.553,101.199,2743.15,61.49,1,0,-1.7489778105637024,14414,2689
2018-01-08,1320.58,0.0,0.53,9.52,1.1973,109.5678,1.41,2.58,2.03,248.859,20328.553,101.199,2747.71,61.73,1,0,-1.5067096836503713,15782,2794
2018-01-09,1312.66,0.0,0.57,10.08,1.1922,109.9022,1.41,2.58,2.03,248.859,20328.553,101.199,2751.29,62.92,1,0,-1.5782469398929624,17395,2928
2018-01-10,1317.19,0.0,0.57,9.82,1.1958,109.6277,1.41,2.58,2.03,248.859,20328.553,101.199,2748.23,63.6,1,0,-1.5394021315799038,18185,3037
2018-01-11,1322.42,0.0,0.56,9.88,1.2035,109.4887,1.41,2.58,2.03,248.859,20328.553,101.199,2767.56,63.81,1,0,-1.5661800907011714,18765,3037
2018-01-12,1338.4,0.0,0.56,10.16,1.213,108.9011,1.41,2.58,2.03,248.859,20328.553,101.199,2786.24,64.22,1,0,-1.562344144600164,16800,3245
2018-01-15,1340.16,0.0,0.56,10.16,1.213,108.9011,1.41,2.58,2.03,248.859,20328.553,101.199,2786.24,64.22,1,0,-1.4446422090065332,15910,2758
2018-01-16,1338.61,0.0,0.51,11.66,1.2244,108.322,1.41,2.58,2.03,248.859,20328.553,101.199,2776.42,63.82,1,0,-1.4907976700282772,17782,2993
2018-01-17,1327.73,0.0,0.52,11.91,1.2229,108.1526,1.41,2.58,2.03,248.859,20328.553,101.199,2802.56,63.92,1,0,-1.4801094097729417,17529,3141
2018-01-18,1327.19,0.0,0.57,12.22,1.2238,108.0655,1.41,2.58,2.03,248.859,20328.553,101.199,2798.03,63.96,1,0,-1.4603296641172,18245,2913
2018-01-19,1331.8,0.0,0.58,11.27,1.2238,107.9454,1.41,2.58,2.03,248.859,20328.553,101.199,2810.3,63.38,1,0,-1.4624730947299789,18779,2915
2018-01-22,1334.11,0.0,0.58,11.03,1.223,108.1069,1.41,2.58,2.03,248.859,20328.553,101.199,2832.97,63.66,1,0,-1.5132034907472751,19069,3657
2018-01-23,1341.39,0.0,0.57,11.1,1.2277,107.9981,1.41,2.58,2.03,248.859,20328.553,101.199,2839.13,64.45,1,0,-1.4671199826501993,19297,3593
2018-01-24,1358.15,0.0,0.57,11.47,1.239,107.0801,1.41,2.58,2.03,248.859,20328.553,101.199,2837.54,65.69,1,0,-1.4506074309231145,19090,3469
2018-01-25,1348.05,0.0,0.55,11.58,1.2488,106.5052,1.41,2.58,2.03,248.859,20328.553,101.199,2839.25,65.62,1,0,-1.3117923238197828,17724,3070
2018-01-26,1350.14,0.0,0.53,11.08,1.2422,106.6909,1.41,2.58,2.03,248.859,20328.553,101.199,2872.87,66.27,1,0,-1.3973063639322991,17396,2667
2018-01-29,1340.35,0.0,0.59,13.84,1.2352,107.1141,1.41,2.58,2.03,248.859,20328.553,101.199,2853.53,65.71,1,0,-1.5323485052440649,17022,2576
2018-01-30,1338.55,0.0,0.6,14.79,1.239,107.1063,1.41,2.58,2.03,248.859,20328.553,101.199,2822.43,64.64,1,0,-1.5005929256369723,17723,2587
2018-01-31,1345.1,0.0,0.58,13.54,1.2428,106.7695,1.41,2.58,2.03,248.859,20328.553,101.199,2823.81,64.82,1,0,-1.3768058832743335,17683,2680
2018-02-01,1349.19,0.0,0.62,13.47,1.2482,106.4877,1.42,2.86,2.18,249.529,20328.553,101.416,2821.98,65.92,1,0,-1.4345115682780911,18022,2659
2018-02-02,1332.98,0.0,0.69,17.31,1.2446,107.1154,1.42,2.86,2.18,249.529,20328.553,101.416,2762.13,65.5,1,0,-1.534059613826493,18320,2638
2018-02-05,1339.6,0.0,0.69,37.32,1.2418,107.3303,1.42,2.86,2.18,249.529,20328.553,101.416,2648.94,64.18,1,0,-1.6382788148168528,18633,3246
2018-02-06,1325.02,0.0,0.69,29.98,1.2381,107.5206,1.42,2.86,2.18,249.529,20328.553,101.416,2695.14,63.48,1,0,-1.6429416729218904,20191,2855
2018-02-07,1318.49,0.0,0.69,27.73,1.2281,107.7173,1.42,2.86,2.18,249.529,20328.553,101.416,2681.66,61.91,1,0,-1.4004711017273876,19075,2806
2018-02-08,1318.97,0.0,0.72,33.46,1.2238,108.3021,1.42,2.86,2.18,249.529,20328.553,101.416,2581.0,61.3,1,0,-1.3468969956669483,18791,2675
2018-02-09,1316.69,0.0,0.78,29.06,1.2226,108.2579,1.42,2.86,2.18,249.529,20328.553,101.416,2619.55,59.2,1,0,-1.4381056069136453,18250,2658
2018-02-12,1322.88,0.0,0.77,25.61,1.2267,108.0332,1.42,2.86,2.18,249.529,20328.553,101.416,2656.0,59.41,1,0,-1.5435496044649963,19165,2671
2018-02-13,1329.55,0.0,0.73,24.97,1.2363,107.7575,1.42,2.86,2.18,249.529,20328.553,101.416,2662.94,59.33,1,0,-1.4915044765942873,18488,2320
2018-02-14,1350.76,0.0,0.74,19.26,1.2396,107.4693,1.42,2.86,2.18,249.529,20328.553,101.416,2698.63,60.7,1,0,-1.3353415082688762,18986,2372
2018-02-15,1353.3,0.0,0.71,19.13,1.2482,106.9869,1.42,2.86,2.18,249.529,20328.553,101.416,2731.2,61.48,1,0,-1.6563868371407822,21903,2372
2018-02-16,1347.86,0.0,0.66,19.46,1.2442,107.0359,1.42,2.86,2.18,249.529,20328.553,101.416,2732.22,61.89,1,0,-1.5090621622430864,19489,2456
2018-02-19,1346.69,0.0,0.66,19.46,1.2442,107.0359,1.42,2.86,2.18,249.529,20328.553,101.416,2732.22,61.89,1,0,-1.53190144526475,18541,2605
2018-02-20,1329.49,0.0,0.63,20.6,1.2348,107.6248,1.42,2.86,2.18,249.529,20328.553,101.416,2716.26,61.91,1,0,-1.4335750423447453,20823,3238
2018-02-21,1324.26,0.0,0.68,20.02,1.2314,107.8679,1.42,2.86,2.18,249.529,20328.553,101.416,2701.33,61.73,1,0,-1.5596921175280276,20786,3086
2018-02-22,1331.51,0.0,0.67,18.72,1.2326,107.8668,1.42,2.86,2.18,249.529,20328.553,101.416,2703.96,62.72,1,0,-1.5316390300632692,19820,3250
2018-02-23,1328.94,0.0,0.63,16.49,1.2298,107.6802,1.42,2.86,2.18,249.529,20328.553,101.416,2747.3,63.52,1,0,-1.5609592866693422,18606,2970
2018-02-26,1333.16,0.0,0.64,15.8,1.2296,107.7345,1.42,2.86,2.18,249.529,20328.553,101.416,2779.6,63.81,1,0,-1.4715111133479153,18274,3077
2018-02-27,1318.2,0.0,0.63,18.59,1.2239,108.1729,1.42,2.86,2.18,249.529,20328.553,101.416,2744.28,62.94,1,0,-1.408257613484889,17585,2941
2018-02-28,1318.05,0.0,0.62,19.85,1.2211,108.3901,1.42,2.86,2.18,249.529,20328.553,101.416,2713.83,61.43,1,0,-1.338081813358747,19311,3323
2018-03-01,1316.55,0.0,0.59,22.47,1.2216,108.5357,1.51,2.84,2.28,249.577,20328.553,101.524,2677.67,60.98,1,0,-1.2646268439057842,18992,3304
2018-03-02,1322.2,0.0,0.61,19.59,1.2314,108.5357,1.51,2.84,2.28,249.577,20328.553,101.524,2691.25,61.19,1,0,-1.503372540918381,20172,2905
2018-03-05,1320.01,0.0,0.64,18.73,1.233,108.3617,1.51,2.84,2.28,249.577,20328.553,101.524,2720.94,62.49,1,0,-1.2170556431094293,17473,3585
2018-03-06,1334.46,0.0,0.63,18.36,1.2415,107.7972,1.51,2.84,2.28,249.577,20328.553,101.524,2728.12,62.54,1,0,-1.2588378163534748,18359,3940
2018-03-07,1325.54,0.0,0.64,17.76,1.2397,108.0916,1.51,2.84,2.28,249.577,20328.553,101.524,2726.8,61.09,1,0,-1.3029014573140776,19153,3991
2018-03-08,1322.35,0.0,0.61,16.54,1.2314,108.2673,1.51,2.84,2.28,249.577,20328.553,101.524,2738.97,60.13,1,0,-1.1388744368559425,17058,3937
2018-03-09,1323.7,0.0,0.63,14.64,1.2326,107.9231,1.51,2.84,2.28,249.577,20328.553,101.524,2786.57,62.02,1,0,-1.1825988640715726,16569,3829
2018-03-12,1323.05,0.0,0.6,15.78,1.2318,107.9439,1.51,2.84,2.28,249.577,20328.553,101.524,2783.02,61.35,1,0,-1.214289070511988,17035,3427
2018-03-13,1326.39,0.0,0.58,16.35,1.2398,107.7387,1.51,2.84,2.28,249.577,20328.553,101.524,2765.31,60.69,1,0,-1.3370601953401209,16813,3601
2018-03-14,1325.0,0.0,0.55,17.23,1.2362,107.8625,1.51,2.84,2.28,249.577,20328.553,101.524,2749.48,60.89,1,0,-1.2849342086531432,19248,4490
2018-03-15,1316.26,0.0,0.53,16.59,1.2321,108.2033,1.51,2.84,2.28,249.577,20328.553,101.524,2747.33,61.16,1,0,-1.4459073957884214,18671,4335
2018-03-16,1314.0,0.0,0.54,15.8,1.228,108.4333,1.51,2.84,2.28,249.577,20328.553,101.524,2752.01,62.29,1,0,-1.5770048857438688,19189,3823
2018-03-19,1316.94,0.0,0.54,19.02,1.2329,108.3146,1.51,2.84,2.28,249.577,20328.553,101.524,2712.92,62.01,1,0,-1.2317435493141995,17664,3812
2018-03-20,1311.21,0.0,0.55,18.2,1.2271,108.4953,1.51,2.84,2.28,249.577,20328.553,101.524,2716.94,63.37,1,0,-1.3519996690524947,18674,3739
2018-03-21,1332.17,0.0,0.58,17.86,1.2268,108.4953,1.51,2.84,2.28,249.577,20328.553,101.524,2711.93,65.1,1,0,-1.34616740832084,18347,3504
2018-03-22,1328.95,0.0,0.54,23.34,1.231,107.9934,1.51,2.84,2.28,249.577,20328.553,101.524,2643.69,64.25,1,0,-1.3904145486802786,18059,3629
2018-03-23,1347.22,0.0,0.54,24.87,1.236,107.7495,1.51,2.84,2.28,249.577,20328.553,101.524,2588.26,65.8,1,0,-1.3857954406407258,17419,3563
2018-03-26,1353.46,0.0,0.52,21.03,1.244,107.182,1.51,2.84,2.28,249.577,20328.553,101.524,2658.55,65.49,1,0,-1.5854263901678418,18494,4171
2018-03-27,1344.71,0.0,0.52,22.5,1.241,107.3361,1.51,2.84,2.28,249.577,20328.553,101.524,2612.62,65.21,1,0,-1.4019085930906134,17768,3862
2018-03-28,1324.99,0.0,0.49,22.87,1.2351,107.5733,1.51,2.84,2.28,249.577,20328.553,101.524,2605.0,64.3,1,0,-1.2775835787837653,17994,3793
2018-03-29,1325.0,0.0,0.47,19.97,1.2297,107.665,1.51,2.84,2.28,249.577,20328.553,101.524,2640.87,64.87,1,0,-1.3430793132653542,17796,3305
2018-04-02,1341.35,0.0,0.48,23.62,1.2288,107.7031,1.51,2.84,2.28,249.577,20328.553,101.524,2581.88,63.05,1,0,-1.877231308976828,17603,3772
2018-04-03,1332.83,0.0,0.51,21.1,1.2261,107.5621,1.51,2.84,2.28,249.577,20328.553,101.524,2614.45,63.41,1,0,-1.5892683978753726,18807,3999
2018-04-04,1333.35,0.0,0.51,20.06,1.2292,107.636,1.51,2.84,2.28,249.577,20328.553,101.524,2644.69,63.35,1,0,-1.5509485803223526,19392,3491
2018-04-05,1326.55,0.0,0.53,18.94,1.223,107.7279,1.51,2.84,2.28,249.577,20328.553,101.524,2662.84,63.53,1,0,-1.4713769459468198,19021,3474
2018-04-06,1333.2,0.0,0.5,21.49,1.2274,107.7884,1.51,2.84,2.28,249.577,20328.553,101.524,2604.47,62.03,1,0,-1.640740454903307,17627,3297
2018-04-09,1336.24,0.0,0.49,21.77,1.232,107.5312,1.51,2.84,2.28,249.577,20328.553,101.524,2613.16,63.4,1,0,-1.864797361167709,23069,2844
2018-04-10,1340.05,0.0,0.48,20.47,1.2338,107.3651,1.51,2.84,2.28,249.577,20328.553,101.524,2656.87,65.48,1,0,-1.5547486940173103,22209,3056
2018-04-11,1353.29,0.0,0.47,20.24,1.2384,107.1216,1.51,2.84,2.28,249.577,20328.553,101.524,2642.19,66.81,1,0,-1.6658326959224894,23275,3156
2018-04-12,1335.48,0.0,0.49,18.49,1.232,107.2897,1.51,2.84,2.28,249.577,20328.553,101.524,2663.99,67.07,1,0,-1.6556518173124484,23473,3335
2018-04-13,1345.46,0.0,0.45,17.41,1.2322,107.2359,1.51,2.84,2.28,249.577,20328.553,101.524,2656.3,67.35,1,0,-1.7600336474599418,21007,2957
2018-04-16,1345.91,0.0,0.44,16.56,1.2373,107.0588,1.51,2.84,2.28,249.577,20328.553,101.524,2677.84,66.23,1,0,-1.720081960226551,22114,3777
2018-04-17,1347.29,0.0,0.41,15.25,1.2345,107.0335,1.51,2.84,2.28,249.577,20328.553,101.524,2706.39,66.5,1,0,-1.5796776013028673,21937,3423
2018-04-18,1349.32,0.0,0.45,15.6,1.238,107.1091,1.51,2.84,2.28,249.577,20328.553,101.524,2708.64,68.44,1,0,-1.248049695064319,19830,3431
2018-04-19,1345.6,0.0,0.48,15.96,1.2336,107.5191,1.51,2.84,2.28,249.577,20328.553,101.524,2693.13,68.3,1,0,-1.2136252314630127,19147,3580
2018-04-20,1335.12,0.0,0.5,16.88,1.2282,108.1782,1.51,2.84,2.28,249.577,20328.553,101.524,2670.14,68.26,1,0,-1.4360490287031735,18434,3441
2018-04-23,1325.0,0.0,0.49,16.34,1.2216,108.9328,1.51,2.84,2.28,249.577,20328.553,101.524,2670.29,67.61,1,0,-1.5275477652117095,18675,3262
2018-04-24,1330.68,0.0,0.52,18.02,1.2226,108.7903,1.51,2.84,2.28,249.577,20328.553,101.524,2634.56,67.66,1,0,-1.36873225846342,20341,3215
2018-04-25,1323.33,0.0,0.54,17.84,1.2178,109.3443,1.51,2.84,2.28,249.577,20328.553,101.524,2639.4,68.0,1,0,-1.4131471349355669,18961,3161
2018-04-26,1317.28,0.0,0.51,16.24,1.2113,109.3639,1.51,2.84,2.28,249.577,20328.553,101.524,2666.94,68.18,1,0,-1.2816665981624404,16869,3001
2018-04-27,1322.8,0.0,0.47,15.41,1.2108,109.1729,1.51,2.84,2.28,249.577,20328.553,101.524,2669.91,68.11,1,0,-1.109825017533972,16654,2901
2018-04-30,1315.36,0.0,0.46,15.93,1.2074,109.3356,1.51,2.84,2.28,249.577,20328.553,101.524,2648.05,68.56,1,0,-1.407614527818145,18491,2664
2018-05-01,1303.97,-0.1,0.47,15.49,1.2,109.7437,1.7,2.98,2.51,250.792,20328.553,101.941,2654.8,67.28,1,0,-1.3158780151780634,16717,3692
2018-05-02,1304.85,-0.1,0.48,15.97,1.1968,110.1616,1.7,2.98,2.51,250.792,20328.553,101.941,2635.67,67.91,1,0,-1.2276524461950475,16647,3214
2018-05-03,1312.09,-0.1,0.45,15.9,1.197,110.1796,1.7,2.98,2.51,250.792,20328.553,101.941,2629.73,68.45,1,0,-1.2845912582935768,17406,2941
2018-05-04,1315.05,-0.1,0.44,14.77,1.1946,110.2492,1.7,2.98,2.51,250.792,20328.553,101.941,2663.42,69.71,1,0,-1.2572417868161865,16120,2645
2018-05-07,1314.3,-0.1,0.46,14.75,1.1927,110.5713,1.7,2.98,2.51,250.792,20328.553,101.941,2672.63,70.74,1,0,-1.2889009490938517,17560,2715
2018-05-08,1314.47,-0.1,0.46,14.71,1.1863,111.062,1.7,2.98,2.51,250.792,20328.553,101.941,2671.92,68.83,1,0,-1.1967761679069295,16701,2777
2018-05-09,1312.78,-0.1,0.46,13.42,1.1852,110.8807,1.7,2.98,2.51,250.792,20328.553,101.941,2697.79,71.16,1,0,-1.1807655542165707,18022,3090
2018-05-10,1321.39,-0.1,0.43,13.23,1.1896,110.4041,1.7,2.98,2.51,250.792,20328.553,101.941,2723.07,71.36,1,0,-1.3046276716480347,23803,2754
2018-05-11,1318.22,-0.1,0.43,12.65,1.1951,110.2839,1.7,2.98,2.51,250.792,20328.553,101.941,2727.72,70.69,1,0,-1.352288253511633,20088,3023
2018-05-14,1312.82,-0.1,0.45,12.93,1.1976,110.4073,1.7,2.98,2.51,250.792,20328.553,101.941,2730.13,71.01,1,0,-1.610082017226249,21249,4780
2018-05-15,1290.64,-0.1,0.5,14.63,1.1864,111.2283,1.7,2.98,2.51,250.792,20328.553,101.941,2711.45,71.34,1,0,-1.7072555796879512,21069,5275
2018-05-16,1291.03,-0.1,0.51,13.42,1.1788,111.3057,1.7,2.98,2.51,250.792,20328.553,101.941,2722.46,71.43,1,0,-1.5320770154268066,20245,4618
2018-05-17,1291.0,-0.1,0.54,13.43,1.1798,111.3537,1.7,2.98,2.51,250.792,20328.553,101.941,2720.13,71.47,1,0,-1.3077501775842495,19108,3626
2018-05-18,1292.5,-0.1,0.51,13.42,1.1775,111.7161,1.7,2.98,2.51,250.792,20328.553,101.941,2712.97,71.23,1,0,-1.35018904404174,19046,3307
2018-05-21,1292.68,-0.1,0.48,13.08,1.1768,111.6385,1.7,2.98,2.51,250.792,20328.553,101.941,2733.01,72.26,1,0,-1.243497603210681,15941,2785
2018-05-22,1291.32,-0.1,0.47,13.22,1.1783,111.1934,1.7,2.98,2.51,250.792,20328.553,101.941,2724.44,72.09,1,0,-1.4770235386363533,18387,2918
2018-05-23,1293.75,-0.1,0.48,12.58,1.1693,111.6919,1.7,2.98,2.51,250.792,20328.553,101.941,2733.29,71.85,1,0,-1.3640725147613395,17846,2875
2018-05-24,1304.88,-0.1,0.48,12.53,1.1729,111.4871,1.7,2.98,2.51,250.792,20328.553,101.941,2727.76,70.77,1,0,-1.331747598900634,18198,2738
2018-05-25,1301.61,-0.1,0.45,13.22,1.1666,111.5828,1.7,2.98,2.51,250.792,20328.553,101.941,2721.33,67.92,1,0,-1.420936603020228,17099,2459
2018-05-28,1298.11,-0.1,0.45,13.22,1.1666,111.5828,1.7,2.98,2.51,250.792,20328.553,101.941,2721.33,67.92,1,0,-1.2300998784895816,13583,2306
2018-05-29,1298.86,-0.1,0.45,17.02,1.1551,112.2108,1.7,2.98,2.51,250.792,20328.553,101.941,2689.86,66.8,1,0,-1.37935588641331,19908,2533
