Date,Gold_Price,SAHMREALTIME,T10Y2Y,VIXCLS,DEXUSEU,DTWEXBGS,FEDFUNDS,GS10,GS2,CPIAUCSL,GDP,PCEPI,SP500,Crude_Oil,Disaster_Flag,Epidemic_Start_Flag,avg_tone,conflict_war_count,civil_unrest_protest_count
2018-05-30,1301.48,-0.1,0.42,14.94,1.1664,111.6717,1.7,2.98,2.51,250.792,20328.553,101.941,2724.01,68.24,1,0,-1.5707506638521045,21565,2615
2018-05-31,1298.32,-0.1,0.43,15.43,1.167,111.988,1.7,2.98,2.51,250.792,20328.553,101.941,2705.27,66.98,1,0,-1.4225330537766088,17611,2567
2018-06-01,1293.14,-0.03,0.42,13.46,1.1679,111.8253,1.82,2.91,2.53,251.018,20328.553,102.029,2734.62,65.81,1,0,-1.2551602174367282,15980,2597
2018-06-04,1291.98,-0.03,0.42,12.74,1.1696,111.8235,1.82,2.91,2.53,251.018,20328.553,102.029,2746.87,64.76,1,0,-1.3651872710013446,15005,2736
2018-06-05,1296.13,-0.03,0.43,12.4,1.1672,112.2628,1.82,2.91,2.53,251.018,20328.553,102.029,2748.8,65.51,1,0,-1.308531360551333,15626,2605
2018-06-06,1297.0,-0.03,0.45,11.64,1.1778,111.7517,1.82,2.91,2.53,251.018,20328.553,102.029,2772.35,64.75,1,0,-1.2131760504788751,16221,2832
2018-06-07,1297.12,-0.03,0.43,12.13,1.1815,112.0719,1.82,2.91,2.53,251.018,20328.553,102.029,2770.37,65.96,1,0,-1.2040124091095528,15816,2576
2018-06-08,1298.75,-0.03,0.43,12.18,1.1773,112.1057,1.82,2.91,2.53,251.018,20328.553,102.029,2779.03,65.77,1,0,-1.2804289685858126,15530,2752
2018-06-11,1300.14,-0.03,0.44,12.35,1.1802,112.1097,1.82,2.91,2.53,251.018,20328.553,102.029,2782.0,66.1,1,0,-1.1407614355762443,15626,2505
2018-06-12,1295.97,-0.03,0.42,12.34,1.1792,112.2129,1.82,2.91,2.53,251.018,20328.553,102.029,2786.85,66.38,1,0,-1.0044240786823897,15164,2574
2018-06-13,1299.71,-0.03,0.39,12.94,1.1784,112.2569,1.82,2.91,2.53,251.018,20328.553,102.029,2775.63,66.63,1,0,-1.0881748086610366,15221,2507
2018-06-14,1302.22,-0.03,0.35,12.12,1.1634,112.8581,1.82,2.91,2.53,251.018,20328.553,102.029,2782.49,66.91,1,0,-1.0934324730137257,15860,2697
2018-06-15,1279.84,-0.03,0.38,11.98,1.1616,113.3369,1.82,2.91,2.53,251.018,20328.553,102.029,2779.66,65.01,1,0,-1.1661309022767383,15551,2400
2018-06-18,1278.31,-0.03,0.36,12.31,1.1606,113.4889,1.82,2.91,2.53,251.018,20328.553,102.029,2773.75,65.91,1,0,-1.2113966190799474,16135,3192
2018-06-19,1274.76,-0.03,0.35,13.35,1.1577,113.6379,1.82,2.91,2.53,251.018,20328.553,102.029,2762.59,65.09,1,0,-1.3528828435813078,15428,3090
2018-06-20,1268.1,-0.03,0.37,12.79,1.1592,113.4774,1.82,2.91,2.53,251.018,20328.553,102.029,2767.32,65.92,1,0,-1.3974690163286183,16656,2969
2018-06-21,1267.2,-0.03,0.34,14.64,1.16,113.61,1.82,2.91,2.53,251.018,20328.553,102.029,2749.76,65.68,1,0,-1.319173220967772,16022,2933
2018-06-22,1269.28,-0.03,0.34,13.77,1.163,113.3039,1.82,2.91,2.53,251.018,20328.553,102.029,2754.88,69.02,1,0,-1.2636254704669083,15934,2640
2018-06-25,1266.0,-0.03,0.33,17.33,1.1694,113.2854,1.82,2.91,2.53,251.018,20328.553,102.029,2717.07,69.91,1,0,-1.1540463914936958,15834,2786
2018-06-26,1258.99,-0.03,0.35,15.92,1.1675,113.301,1.82,2.91,2.53,251.018,20328.553,102.029,2723.06,75.23,1,0,-1.1874191524234745,17208,2745
2018-06-27,1252.02,-0.03,0.31,17.91,1.1588,113.8964,1.82,2.91,2.53,251.018,20328.553,102.029,2699.63,77.41,1,0,-1.3359012594940465,16860,2935
2018-06-28,1248.28,-0.03,0.32,16.85,1.1582,113.8399,1.82,2.91,2.53,251.018,20328.553,102.029,2716.31,73.45,1,0,-1.3488916711435903,17538,2629
2018-06-29,1253.0,-0.03,0.33,16.09,1.1677,113.2583,1.82,2.91,2.53,251.018,20328.553,102.029,2718.37,74.13,1,0,-1.4466628824654058,17488,2772
2018-07-02,1241.97,-0.03,0.3,15.6,1.1604,114.1669,1.82,2.91,2.53,251.018,20328.553,102.029,2726.71,73.89,1,0,-1.4021033431840173,16090,2740
2018-07-03,1252.93,-0.03,0.3,16.14,1.1653,113.3217,1.82,2.91,2.53,251.018,20328.553,102.029,2713.22,74.19,1,0,-1.3561487217247523,15979,2460
2018-07-04,1256.95,-0.03,0.3,16.14,1.1653,113.3217,1.82,2.91,2.53,251.018,20328.553,102.029,2713.22,74.19,1,0,-1.3762071612039806,15249,2581
2018-07-05,1257.76,-0.03,0.29,14.97,1.1697,112.9756,1.82,2.91,2.53,251.018,20328.553,102.029,2736.61,73.05,1,0,-1.316749388437071,15421,2919
2018-07-06,1254.99,-0.03,0.29,13.37,1.1738,112.6426,1.82,2.91,2.53,251.018,20328.553,102.029,2759.82,73.78,1,0,-1.3637016189686977,14890,2367
2018-07-09,1257.76,-0.03,0.29,12.69,1.1744,112.6423,1.82,2.91,2.53,251.018,20328.553,102.029,2784.17,73.93,1,0,-1.3679923244547776,15746,2474
2018-07-10,1255.65,-0.03,0.28,12.64,1.1728,112.5792,1.82,2.91,2.53,251.018,20328.553,102.029,2793.84,74.11,1,0,-1.0621830785450657,15767,2540
2018-07-11,1242.16,-0.03,0.27,13.63,1.1722,112.8582,1.82,2.91,2.53,251.018,20328.553,102.029,2774.02,70.47,1,0,-1.2145847189936534,16863,2450
2018-07-12,1247.14,-0.03,0.25,12.58,1.1692,112.779,1.82,2.91,2.53,251.018,20328.553,102.029,2798.29,70.28,1,0,-1.1442236535513108,16135,2719
2018-07-13,1241.52,-0.03,0.24,12.18,1.1667,113.0705,1.82,2.91,2.53,251.018,20328.553,102.029,2801.31,71.03,1,0,-1.3209083168637874,14568,3058
2018-07-16,1240.82,-0.03,0.26,12.83,1.171,112.8438,1.82,2.91,2.53,251.018,20328.553,102.029,2798.43,68.22,1,0,-1.5949175105721507,15851,2834
2018-07-17,1227.51,-0.03,0.24,12.06,1.1664,113.1504,1.82,2.91,2.53,251.018,20328.553,102.029,2809.55,68.03,1,0,-1.575974639781612,16272,2915
2018-07-18,1227.18,-0.03,0.28,12.1,1.1645,113.3349,1.82,2.91,2.53,251.018,20328.553,102.029,2815.62,68.78,1,0,-1.4513483396106552,15408,2569
2018-07-19,1222.8,-0.03,0.24,12.87,1.1604,113.9464,1.82,2.91,2.53,251.018,20328.553,102.029,2804.49,69.42,1,0,-1.5045977038399023,15678,2735
2018-07-20,1231.76,-0.03,0.29,12.86,1.1708,113.3214,1.82,2.91,2.53,251.018,20328.553,102.029,2801.83,70.31,1,0,-1.4792576295297293,15383,2477
2018-07-23,1224.54,-0.03,0.32,12.62,1.1702,113.4248,1.82,2.91,2.53,251.018,20328.553,102.029,2806.98,67.9,1,0,-1.770475065639148,16669,2590
2018-07-24,1224.55,-0.03,0.32,12.41,1.1684,113.2043,1.82,2.91,2.53,251.018,20328.553,102.029,2820.4,70.77,1,0,-1.6624692247623285,18850,2930
2018-07-25,1231.61,-0.03,0.28,12.29,1.1677,112.9217,1.82,2.91,2.53,251.018,20328.553,102.029,2846.07,71.13,1,0,-1.6459864113782066,17678,2597
2018-07-26,1222.67,-0.03,0.29,12.14,1.1654,112.9175,1.82,2.91,2.53,251.018,20328.553,102.029,2837.44,71.59,1,0,-1.5861086060803256,17066,2441
2018-07-27,1223.38,-0.03,0.29,13.03,1.166,112.8122,1.82,2.91,2.53,251.018,20328.553,102.029,2818.82,68.66,1,0,-1.6258745527727814,16309,2541
2018-07-30,1221.8,-0.03,0.32,14.26,1.1718,112.6043,1.82,2.91,2.53,251.018,20328.553,102.029,2802.6,71.19,1,0,-1.561919496776996,14835,2432
2018-07-31,1223.83,-0.03,0.29,12.83,1.1706,112.7297,1.82,2.91,2.53,251.018,20328.553,102.029,2816.29,69.88,1,0,-1.625825117926096,16682,2723
2018-08-01,1216.05,0.03,0.33,13.15,1.1666,112.8897,1.91,2.89,2.64,251.663,20328.553,102.208,2813.36,68.8,1,0,-1.6444211810975016,16711,3124
2018-08-02,1207.96,0.03,0.32,12.19,1.1612,113.1674,1.91,2.89,2.64,251.663,20328.553,102.208,2827.22,68.95,1,0,-1.6060270780496486,16465,3021
2018-08-03,1213.43,0.03,0.32,11.64,1.1597,113.0114,1.91,2.89,2.64,251.663,20328.553,102.208,2840.35,68.49,1,0,-1.7600784494902688,15605,2526
2018-08-06,1206.94,0.03,0.3,11.27,1.1564,113.2283,1.91,2.89,2.64,251.663,20328.553,102.208,2850.4,69.01,1,0,-1.8483573083524725,15697,2687
2018-08-07,1211.02,0.03,0.3,10.93,1.1597,112.9753,1.91,2.89,2.64,251.663,20328.553,102.208,2858.45,69.17,1,0,-1.7977784043273612,17164,2703
2018-08-08,1213.61,0.03,0.28,10.85,1.1598,113.1404,1.91,2.89,2.64,251.663,20328.553,102.208,2857.7,66.92,1,0,-1.6559039365292636,17281,2617
2018-08-09,1212.35,0.03,0.29,11.27,1.1566,113.3797,1.91,2.89,2.64,251.663,20328.553,102.208,2853.58,66.81,1,0,-1.8327828705522249,17592,2778
2018-08-10,1211.3,0.03,0.26,13.16,1.1399,114.2992,1.91,2.89,2.64,251.663,20328.553,102.208,2833.28,67.61,1,0,-1.8148254445776433,16303,2591
2018-08-13,1193.64,0.03,0.27,14.78,1.1396,114.8497,1.91,2.89,2.64,251.663,20328.553,102.208,2821.93,67.25,1,0,-1.6915375500681973,15851,2487
2018-08-14,1194.03,0.03,0.26,13.31,1.1351,114.6566,1.91,2.89,2.64,251.663,20328.553,102.208,2839.96,67.04,1,0,-1.6184299194446603,15812,2175
2018-08-15,1174.88,0.03,0.25,14.64,1.1332,115.1512,1.91,2.89,2.64,251.663,20328.553,102.208,2818.37,65.07,1,0,-1.5112021134235956,15558,2185
2018-08-16,1174.16,0.03,0.24,13.45,1.1388,114.6403,1.91,2.89,2.64,251.663,20328.553,102.208,2840.69,65.44,1,0,-1.4828972067115107,14890,2124
2018-08-17,1184.77,0.03,0.26,12.64,1.141,114.5327,1.91,2.89,2.64,251.663,20328.553,102.208,2850.13,65.93,1,0,-1.5369041921716788,14569,2184
2018-08-20,1190.53,0.03,0.22,12.49,1.1438,114.3493,1.91,2.89,2.64,251.663,20328.553,102.208,2857.05,66.5,1,0,-1.530532492684982,14890,2003
2018-08-21,1196.12,0.03,0.24,12.86,1.1534,113.8595,1.91,2.89,2.64,251.663,20328.553,102.208,2862.96,67.32,1,0,-1.6616447598554795,14287,2574
2018-08-22,1195.51,0.03,0.22,12.25,1.1595,113.6622,1.91,2.89,2.64,251.663,20328.553,102.208,2861.82,67.85,1,0,-1.700675486110239,15276,2206
2018-08-23,1185.31,0.03,0.21,12.41,1.1567,114.0926,1.91,2.89,2.64,251.663,20328.553,102.208,2856.98,69.13,1,0,-1.5693383319783007,15344,2023
2018-08-24,1205.97,0.03,0.19,11.99,1.1625,113.598,1.91,2.89,2.64,251.663,20328.553,102.208,2874.69,69.71,1,0,-1.4880678786131616,14307,2086
2018-08-27,1211.35,0.03,0.18,12.16,1.1676,113.2717,1.91,2.89,2.64,251.663,20328.553,102.208,2896.74,69.97,1,0,-1.464514055602362,15679,2322
2018-08-28,1201.26,0.03,0.21,12.5,1.172,113.3441,1.91,2.89,2.64,251.663,20328.553,102.208,2897.52,68.54,1,0,-1.3795961666544505,16551,2734
2018-08-29,1206.66,0.03,0.22,12.25,1.1699,113.6458,1.91,2.89,2.64,251.663,20328.553,102.208,2914.04,69.68,1,0,-1.3724158967690725,16760,2608
2018-08-30,1199.88,0.03,0.22,13.53,1.1646,114.0895,1.91,2.89,2.64,251.663,20328.553,102.208,2901.13,70.25,1,0,-1.4233024191962529,15983,2538
2018-08-31,1201.09,0.03,0.24,12.86,1.1596,114.275,1.91,2.89,2.64,251.663,20328.553,102.208,2901.52,69.84,1,0,-1.5293476546204776,15103,2537
2018-09-03,1201.15,0.03,0.24,12.86,1.1596,114.275,1.91,2.89,2.64,251.663,20328.553,102.208,2901.52,69.84,1,0,-1.4371222565826325,13506,2122
2018-09-04,1191.35,0.03,0.24,13.16,1.1566,114.858,1.91,2.89,2.64,251.663,20328.553,102.208,2896.72,69.82,1,0,-1.5560288106060494,16254,2611
2018-09-05,1196.75,0.03,0.24,13.91,1.162,114.7474,1.91,2.89,2.64,251.663,20328.553,102.208,2888.6,68.69,1,0,-1.4734127767109988,17300,2831
2018-09-06,1200.14,0.03,0.24,14.65,1.1624,114.6473,1.91,2.89,2.64,251.663,20328.553,102.208,2878.05,67.81,1,0,-1.347957922456496,15857,2698
2018-09-07,1195.86,0.03,0.23,14.88,1.1572,114.5807,1.91,2.89,2.64,251.663,20328.553,102.208,2871.68,67.73,1,0,-1.602597536778792,16471,2727
2018-09-10,1195.88,0.03,0.21,14.16,1.1604,114.6793,1.91,2.89,2.64,251.663,20328.553,102.208,2877.13,67.55,1,0,-1.5052946532010778,15701,2988
2018-09-11,1198.29,0.03,0.22,13.22,1.1591,114.7044,1.91,2.89,2.64,251.663,20328.553,102.208,2887.89,69.29,1,0,-1.5999045168338204,16324,2763
2018-09-12,1206.19,0.03,0.23,13.14,1.1626,114.2185,1.91,2.89,2.64,251.663,20328.553,102.208,2888.92,70.37,1,0,-1.482163177982002,15615,2407
2018-09-13,1201.44,0.03,0.21,12.37,1.1672,113.9264,1.91,2.89,2.64,251.663,20328.553,102.208,2904.18,68.6,1,0,-1.3964994681136391,15160,2409
2018-09-14,1193.71,0.03,0.21,12.07,1.1656,114.0654,1.91,2.89,2.64,251.663,20328.553,102.208,2904.98,68.98,1,0,-1.463439395672992,14344,2399
2018-09-17,1200.93,0.03,0.21,13.68,1.1687,113.9154,1.91,2.89,2.64,251.663,20328.553,102.208,2888.8,68.86,1,0,-1.4337099532531987,15816,2415
2018-09-18,1198.35,0.03,0.24,12.79,1.1693,113.7735,1.91,2.89,2.64,251.663,20328.553,102.208,2904.31,69.87,1,0,-1.4048523207776242,19428,2475
2018-09-19,1203.99,0.03,0.27,11.75,1.1685,113.6528,1.91,2.89,2.64,251.663,20328.553,102.208,2907.95,71.08,1,0,-1.2316323945920868,15711,2478
2018-09-20,1207.58,0.03,0.26,11.8,1.1744,113.4986,1.91,2.89,2.64,251.663,20328.553,102.208,2930.75,70.77,1,0,-1.2842111149536937,16599,2520
2018-09-21,1199.55,0.03,0.26,11.68,1.1739,113.5097,1.91,2.89,2.64,251.663,20328.553,102.208,2929.67,70.8,1,0,-1.3330745684482874,15429,2172
2018-09-24,1198.86,0.03,0.25,12.2,1.1773,113.53,1.91,2.89,2.64,251.663,20328.553,102.208,2919.37,73.23,1,0,-1.4258891418045534,14680,2444
2018-09-25,1201.31,0.03,0.27,12.42,1.177,113.7203,1.91,2.89,2.64,251.663,20328.553,102.208,2915.56,73.4,1,0,-1.334405706633973,15046,2615
2018-09-26,1194.46,0.03,0.23,12.89,1.1758,113.6738,1.91,2.89,2.64,251.663,20328.553,102.208,2905.97,72.22,1,0,-1.2782843687604764,14057,2389
2018-09-27,1182.8,0.03,0.23,12.41,1.167,113.9782,1.91,2.89,2.64,251.663,20328.553,102.208,2914.0,72.18,1,0,-1.1872450391313127,14638,2320
2018-09-28,1192.09,0.03,0.24,12.12,1.1622,113.8072,1.91,2.89,2.64,251.663,20328.553,102.208,2913.98,73.16,1,0,-1.2100812408506396,14093,2640
2018-10-01,1188.47,-0.07,0.27,12.0,1.1567,113.8227,2.19,3.15,2.86,252.772,20917.867,102.595,2924.59,75.37,1,0,-1.1433304282559646,15127,2611
2018-10-02,1203.1,-0.07,0.23,12.05,1.156,113.8946,2.19,3.15,2.86,252.772,20917.867,102.595,2923.43,75.16,1,0,-1.054258669202896,14752,2843
2018-10-03,1197.37,-0.07,0.3,11.61,1.1525,114.1559,2.19,3.15,2.86,252.772,20917.867,102.595,2925.51,76.4,1,0,-1.127158046558577,14426,2635
2018-10-04,1199.66,-0.07,0.32,14.22,1.1508,114.6857,2.19,3.15,2.86,252.772,20917.867,102.595,2901.61,74.44,1,0,-1.212561344122488,14983,2785
2018-10-05,1202.86,-0.07,0.35,14.82,1.1502,114.5599,2.19,3.15,2.86,252.772,20917.867,102.595,2885.57,74.26,1,0,-1.2624097742602625,14403,3699
2018-10-08,1188.01,-0.07,0.35,15.69,1.1502,114.5599,2.19,3.15,2.86,252.772,20917.867,102.595,2884.43,74.27,1,0,-1.260412594999496,14479,2566
2018-10-09,1189.62,-0.07,0.33,15.95,1.1482,114.6568,2.19,3.15,2.86,252.772,20917.867,102.595,2880.34,74.95,1,0,-1.2294766528153152,15079,2670
2018-10-10,1194.78,-0.07,0.34,22.96,1.1541,114.6059,2.19,3.15,2.86,252.772,20917.867,102.595,2785.68,73.18,1,0,-1.2518622185485686,14774,2517
2018-10-11,1224.33,-0.07,0.29,24.98,1.1565,114.4062,2.19,3.15,2.86,252.772,20917.867,102.595,2728.37,70.97,1,0,-1.2787576376706953,14702,2407
2018-10-12,1217.93,-0.07,0.3,21.31,1.1559,114.368,2.19,3.15,2.86,252.772,20917.867,102.595,2767.13,71.41,1,0,-1.3202964487658502,14858,2423
2018-10-15,1226.93,-0.07,0.31,21.3,1.1594,114.044,2.19,3.15,2.86,252.772,20917.867,102.595,2750.79,71.84,1,0,-1.2328311581714966,14577,2430
2018-10-16,1224.43,-0.07,0.29,17.62,1.1593,113.8952,2.19,3.15,2.86,252.772,20917.867,102.595,2809.92,71.93,1,0,-1.2826713150899076,16395,2447
2018-10-17,1222.68,-0.07,0.3,17.4,1.154,114.1743,2.19,3.15,2.86,252.772,20917.867,102.595,2809.21,69.63,1,0,-1.408007993386568,17996,2488
2018-10-18,1225.75,-0.07,0.3,20.06,1.1494,114.8152,2.19,3.15,2.86,252.772,20917.867,102.595,2768.78,68.63,1,0,-1.3562168071202765,17109,2406
2018-10-19,1226.32,-0.07,0.28,19.89,1.1513,114.8557,2.19,3.15,2.86,252.772,20917.867,102.595,2767.78,69.16,1,0,-1.5163866472579275,17381,2419
2018-10-22,1222.17,-0.07,0.28,19.64,1.1467,115.1772,2.19,3.15,2.86,252.772,20917.867,102.595,2755.88,69.25,1,0,-1.464131283581148,16655,2600
2018-10-23,1230.49,-0.07,0.28,20.71,1.148,115.1641,2.19,3.15,2.86,252.772,20917.867,102.595,2740.69,66.49,1,0,-1.384669534678952,18072,3168
2018-10-24,1234.22,-0.07,0.26,25.23,1.1389,115.3743,2.19,3.15,2.86,252.772,20917.867,102.595,2656.1,66.56,1,0,-1.1911477634852774,16508,2470
2018-10-25,1232.23,-0.07,0.28,24.22,1.1374,115.4818,2.19,3.15,2.86,252.772,20917.867,102.595,2705.57,67.25,1,0,-1.279868342027092,16508,2811
2018-10-26,1233.59,-0.07,0.27,24.16,1.1388,115.4717,2.19,3.15,2.86,252.772,20917.867,102.595,2658.69,67.58,1,0,-1.3457453003473807,15634,2749
2018-10-29,1229.74,-0.07,0.27,24.7,1.139,115.8925,2.19,3.15,2.86,252.772,20917.867,102.595,2641.25,67.0,1,0,-1.369518611184643,18392,2459
2018-10-30,1223.44,-0.07,0.28,23.35,1.1364,116.2346,2.19,3.15,2.86,252.772,20917.867,102.595,2682.63,66.18,1,0,-1.500756131296338,19189,2586
2018-10-31,1214.54,-0.07,0.28,21.23,1.1332,116.5268,2.19,3.15,2.86,252.772,20917.867,102.595,2711.74,65.31,1,0,-1.5106777074248794,19197,2916
2018-11-01,1233.24,-0.07,0.3,19.34,1.1396,115.8643,2.2,3.12,2.86,252.594,20917.867,102.63,2740.37,63.67,1,0,-1.4351815750305543,17184,3057
2018-11-02,1232.89,-0.07,0.31,19.51,1.1378,115.6415,2.2,3.12,2.86,252.594,20917.867,102.63,2723.06,63.12,1,0,-1.5967883459460173,17474,2911
2018-11-05,1231.3,-0.07,0.29,19.96,1.1394,115.7015,2.2,3.12,2.86,252.594,20917.867,102.63,2738.31,63.12,1,0,-1.3789959429238257,15919,2454
2018-11-06,1226.8,-0.07,0.29,19.91,1.1412,115.5607,2.2,3.12,2.86,252.594,20917.867,102.63,2755.45,62.16,1,0,-1.342688821832148,15710,2502
2018-11-07,1226.11,-0.07,0.26,16.36,1.1459,115.2505,2.2,3.12,2.86,252.594,20917.867,102.63,2813.89,61.69,1,0,-1.0298912906189277,16542,2421
2018-11-08,1223.54,-0.07,0.26,16.72,1.1416,115.6463,2.2,3.12,2.86,252.594,20917.867,102.63,2806.83,60.71,1,0,-1.2695394597045142,18031,2334
2018-11-09,1209.6,-0.07,0.25,17.36,1.1325,116.4762,2.2,3.12,2.86,252.594,20917.867,102.63,2781.01,60.19,1,0,-1.3956400374603044,17995,2832
2018-11-12,1200.65,-0.07,0.25,20.45,1.1325,116.4762,2.2,3.12,2.86,252.594,20917.867,102.63,2726.22,59.85,1,0,-1.5027384626079932,19058,2412
2018-11-13,1202.35,-0.07,0.25,20.02,1.1288,116.6676,2.2,3.12,2.86,252.594,20917.867,102.63,2722.18,55.63,1,0,-1.3778128955555802,18730,2282
2018-11-14,1210.91,-0.07,0.26,21.25,1.1312,116.4964,2.2,3.12,2.86,252.594,20917.867,102.63,2701.58,56.16,1,0,-1.2668310417766857,16631,2610
2018-11-15,1213.0,-0.07,0.25,19.98,1.1324,116.3849,2.2,3.12,2.86,252.594,20917.867,102.63,2730.2,56.45,1,0,-1.3097854290591746,16712,2617
2018-11-16,1221.47,-0.07,0.27,18.14,1.1402,115.9246,2.2,3.12,2.86,252.594,20917.867,102.63,2736.27,56.49,1,0,-1.386732215293406,15797,2625
2018-11-19,1224.05,-0.07,0.27,20.1,1.1448,115.985,2.2,3.12,2.86,252.594,20917.867,102.63,2690.73,57.16,1,0,-1.3619998002380098,15189,2695
2018-11-20,1221.55,-0.07,0.27,22.48,1.1391,116.2357,2.2,3.12,2.86,252.594,20917.867,102.63,2641.89,53.39,1,0,-1.4712135343552488,18035,2519
2018-11-21,1226.02,-0.07,0.25,20.8,1.1393,116.0911,2.2,3.12,2.86,252.594,20917.867,102.63,2649.93,54.41,1,0,-1.346106688691744,17384,2452
2018-11-22,1227.45,-0.07,0.25,20.8,1.1393,116.0911,2.2,3.12,2.86,252.594,20917.867,102.63,2649.93,54.41,1,0,-1.2482031165742595,14878,2209
2018-11-23,1223.19,-0.07,0.24,21.52,1.1332,116.4703,2.2,3.12,2.86,252.594,20917.867,102.63,2632.56,54.41,1,0,-1.5416962754113157,16021,2324
2018-11-26,1222.37,-0.07,0.23,18.9,1.1336,116.6198,2.2,3.12,2.86,252.594,20917.867,102.63,2673.45,51.46,1,0,-1.6444873535622324,17201,3078
2018-11-27,1214.69,-0.07,0.23,19.02,1.1281,116.8991,2.2,3.12,2.86,252.594,20917.867,102.63,2682.17,51.31,1,0,-1.3874104287907374,16717,3236
2018-11-28,1221.11,-0.07,0.25,18.49,1.1286,116.8333,2.2,3.12,2.86,252.594,20917.867,102.63,2743.79,50.06,1,0,-1.3045230362620674,17276,2824
2018-11-29,1223.99,-0.07,0.22,18.79,1.1382,116.1954,2.2,3.12,2.86,252.594,20917.867,102.63,2737.76,51.46,1,0,-1.3516784215500444,17428,2738
2018-11-30,1221.97,-0.07,0.21,18.07,1.1323,116.4121,2.2,3.12,2.86,252.594,20917.867,102.63,2760.17,50.78,1,0,-1.2275705669219923,16342,2969
2018-12-03,1231.08,-0.07,0.15,16.44,1.1356,115.9046,2.2,3.12,2.86,252.594,20917.867,102.63,2790.37,52.98,1,0,-1.1110741986452783,13999,2743
2018-12-04,1238.55,-0.07,0.11,20.74,1.1345,116.0015,2.2,3.12,2.86,252.594,20917.867,102.63,2700.06,53.21,1,0,-1.2177455669145014,14886,3026
2018-12-05,1237.56,-0.07,0.11,20.74,1.1345,116.0015,2.2,3.12,2.86,252.594,20917.867,102.63,2700.06,52.64,1,0,-1.246418676105141,15386,2755
2018-12-06,1237.99,-0.07,0.12,21.19,1.1374,116.3983,2.2,3.12,2.86,252.594,20917.867,102.63,2695.95,51.54,1,0,-1.3222641842071785,15188,2740
2018-12-07,1248.1,-0.07,0.13,23.23,1.139,116.0839,2.2,3.12,2.86,252.594,20917.867,102.63,2633.08,52.76,1,0,-1.4193208396664392,14689,2420
2018-12-10,1244.59,-0.07,0.13,22.64,1.1368,116.6739,2.2,3.12,2.86,252.594,20917.867,102.63,2637.72,51.07,1,0,-1.438378040333602,13404,2966
2018-12-11,1242.94,-0.07,0.11,21.76,1.1314,116.7556,2.2,3.12,2.86,252.594,20917.867,102.63,2636.78,51.65,1,0,-1.4314505645810656,15076,2674
2018-12-12,1245.8,-0.07,0.14,21.46,1.1362,116.2205,2.2,3.12,2.86,252.594,20917.867,102.63,2651.07,51.04,1,0,-1.4519730309014056,15759,2398
2018-12-13,1242.46,-0.07,0.16,20.65,1.1358,116.3967,2.2,3.12,2.86,252.594,20917.867,102.63,2650.54,52.69,1,0,-1.5016124169364935,15066,2472
2018-12-14,1238.21,-0.07,0.16,21.63,1.13,116.7891,2.2,3.12,2.86,252.594,20917.867,102.63,2599.95,51.26,1,0,-1.5379727914882493,16296,2700
2018-12-17,1245.91,-0.07,0.16,24.52,1.1339,116.4524,2.2,3.12,2.86,252.594,20917.867,102.63,2545.94,49.8,1,0,-1.4099730188204855,13991,2744
2018-12-18,1249.38,-0.07,0.17,25.58,1.1364,116.4122,2.2,3.12,2.86,252.594,20917.867,102.63,2546.16,46.12,1,0,-1.2767822285607338,14129,2528
2018-12-19,1243.39,-0.07,0.14,25.58,1.1422,116.0672,2.2,3.12,2.86,252.594,20917.867,102.63,2506.96,47.96,1,0,-1.3784085846540837,15030,2366
2018-12-20,1260.14,-0.07,0.12,28.38,1.1432,116.0179,2.2,3.12,2.86,252.594,20917.867,102.63,2467.42,45.64,1,0,-1.4823123780305367,15109,2309
2018-12-21,1256.01,-0.07,0.16,30.11,1.1402,116.2221,2.2,3.12,2.86,252.594,20917.867,102.63,2416.62,45.38,1,0,-1.6095561177847155,14682,2749
2018-12-24,1269.13,-0.07,0.19,36.07,1.1402,116.2177,2.2,3.12,2.86,252.594,20917.867,102.63,2351.1,45.38,1,0,-1.4777959582121831,9940,1791
2018-12-26,1266.98,-0.07,0.2,30.41,1.1408,116.1156,2.2,3.12,2.86,252.594,20917.867,102.63,2467.7,46.04,1,0,-1.685155031864055,12142,1560
2018-12-27,1275.22,-0.07,0.21,29.96,1.1412,115.9922,2.2,3.12,2.86,252.594,20917.867,102.63,2488.83,44.48,1,0,-1.701837172026406,12784,1942
2018-12-28,1280.75,-0.07,0.2,28.34,1.1445,115.7226,2.2,3.12,2.86,252.594,20917.867,102.63,2485.74,45.15,1,0,-1.7749285723689234,13160,1881
2018-12-31,1282.82,-0.07,0.21,25.42,1.1456,115.5667,2.2,3.12,2.86,252.594,20917.867,102.63,2506.85,45.15,1,0,-1.7440775860491695,11590,1833
2019-01-01,1282.62,0.13,0.21,25.42,1.1456,115.5667,2.4,2.71,2.54,252.561,21111.6,102.648,2506.85,45.15,1,1,-1.6170761541070278,9333,1133
2019-01-02,1284.77,0.13,0.16,23.22,1.1357,115.7676,2.4,2.71,2.54,252.561,21111.6,102.648,2510.03,46.31,1,0,-1.5826640873350386,12088,1903
2019-01-03,1293.99,0.13,0.17,25.45,1.1399,115.4611,2.4,2.71,2.54,252.561,21111.6,102.648,2447.89,46.92,1,0,-1.8025685888593883,13768,2172
